Identifiant,ft_2_categ,EXPO,ft_4_categ,ft_5_categ,ft_6_categ,ft_7_categ,ft_8_categ,ft_9_categ,ft_10_categ,ft_11_categ,ft_12_categ,ft_13_categ,ft_14_categ,ft_15_categ,ft_16_categ,ft_17_categ,ft_18_categ,ft_19_categ,superficief,ft_21_categ,ft_22_categ,ft_23_categ,ft_24_categ,Insee,target
16186,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,2,,2,2005.0,V,   .,,0
14359,2016,"0,99726776",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,700.0,3,1988.0,0.0,   .,93010,1
122,2015,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,effpi,1,815.0,2,1938.0,0.0,   5,67482,0
15772,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,1,428.0,4,1930.0,0.0,   4,06012,0
1056,2013,"0,41369863",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,150.0,4,1960.0,0.0,   .,06027,0
5954,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3600.0,1,1960.0,0.0,   .,13117,0
4088,2013,"0,230136986",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,377.0,1,1960.0,0.0,   .,33063,0
3792,2014,1,0,V,N,1,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,pi,2,680.0,1,1995.0,0.3,   3,05023,0
17485,2014,1,0,V,N,1,O,1,N,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,240.0,1,1850.0,0.0,   3,10387,0
9179,2014,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,330.0,2,2002.0,0.0,   2,66136,0
16787,2013,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1680.0,2,2007.0,0.3,   4,62571,0
18817,2012,"0,333333333",1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1061.0,1,1960.0,0.0,   4,84007,0
9079,2013,"0,591780822",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,405.0,3,,0.0,   .,59350,0
16987,2015,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1309.0,1,2011.0,0.0,   4,91201,0
9602,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,5700.0,2,1960.0,0.0,   .,13201,1
8202,2015,0,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,2600.0,3,1800.0,0.6,   8,2B033,0
5995,2016,"0,99726776",0,V,N,3,O,1,O,N,N,N,O,AUTRE,IDENTIQUE,V,base,2,550.0,2,1930.0,0.0,   3,69266,0
17388,2014,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,3143.0,3,2007.0,0.6,   5,59163,1
6298,2016,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,440.0,2,1970.0,0.6,   2,30133,0
3035,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,400.0,2,1900.0,0.0,   3,34172,0
15088,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,210.0,2,1920.0,0.0,   3,83087,0
11915,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,910.0,1,1988.0,0.0,   .,19031,0
1772,2016,"0,99726776",1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2018.0,3,1970.0,0.0,   3,92044,0
13575,2015,"0,909589041",0,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,2600.0,3,1960.0,0.6,   5,93077,1
11554,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,650.0,2,1960.0,0.0,   .,63113,0
3850,2015,"0,857534247",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3325.0,1,1988.0,0.0,   .,05023,0
18210,2014,"0,246575342",0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,1,2145.0,1,2012.0,0.0,   5,27229,0
10813,2015,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,806.0,3,1870.0,0.0,   5,33063,1
12209,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,886.0,3,1960.0,0.0,   .,93029,0
10895,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,30745.0,2,1980.0,0.0,   .,83009,1
9546,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2450.0,2,1960.0,0.0,   .,13204,1
5956,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,O,base,2,2000.0,2,1980.0,0.0,   .,11202,0
8323,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3850.0,2,1980.0,0.0,   .,38229,1
273,2013,"0,457534247",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,2100.0,2,1965.0,0.6,   5,14118,0
17837,2013,1,0,V,N,1,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,base,1,310.0,1,1900.0,0.0,   3,05052,0
14211,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500.0,2,,0.0,   .,31555,0
6267,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2250.0,1,1988.0,0.0,   .,74164,0
4895,2015,1,1,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,480.0,1,1983.0,0.3,   3,13103,0
7159,2015,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,950.0,4,1960.0,0.0,   .,06012,1
3503,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2478.0,2,1988.0,0.0,   .,69297,1
12457,2013,"0,246575342",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,510.0,2,1980.0,0.0,   .,44109,0
13997,2013,"0,21369863",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,5912.0,1,1988.0,0.0,   .,13103,0
5130,2016,"0,99726776",0,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,1936.0,2,1930.0,0.0,   7,63113,0
5089,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300.0,1,1980.0,0.0,   .,85194,0
18185,2014,0,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,4235.0,4,1970.0,0.0,   9,75118,0
19441,2014,0,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,600.0,2,1920.0,0.0,   2,77135,0
5209,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,336.0,3,,0.0,   .,64483,0
864,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,V,base,2,1200.0,4,,0.0,   .,75115,1
5984,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,250.0,2,,0.0,   .,69243,0
7961,2014,1,1,O,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1300.0,3,,0.0,   .,83137,0
10033,2016,"0,99726776",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,3207.0,2,1982.0,0.6,   3,66171,0
18831,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,1100.0,2,1975.0,0.0,   7,64122,0
16734,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,1260.0,2,1980.0,0.0,   5,83123,0
1921,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,464.0,1,1960.0,0.0,   .,44036,1
5048,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,649.0,3,,0.0,   .,64483,0
19221,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,1425.0,2,1950.0,0.0,   7,13205,0
3610,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,280.0,2,,0.0,   .,64024,0
9790,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2190.0,2,,0.0,   .,26220,0
799,2016,"0,494535519",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,1,800.0,3,1960.0,0.0,   .,94002,0
14556,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3480.0,4,,0.0,   .,75114,1
12413,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,6808.0,3,1960.0,0.0,   .,92049,1
15834,2016,"0,99726776",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,6100.0,2,2007.0,0.0,   5,13215,0
13580,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,510.0,2,1960.0,0.0,   .,64122,0
15587,2014,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,10900.0,3,2009.0,0.3,   5,59599,1
13726,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1050.0,2,1960.0,0.0,   .,13208,1
9922,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1000.0,2,1960.0,0.0,   .,13001,0
11378,2012,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1210.0,4,1900.0,0.0,   6,75109,1
6566,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1310.0,1,1988.0,0.0,   .,74180,0
90,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4685.0,1,1980.0,0.0,   .,13005,0
11562,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,190.0,4,1980.0,0.0,   .,06029,0
18673,2013,"0,495890411",1,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1500.0,3,1987.0,0.0,   3,67482,0
15412,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,450.0,1,1960.0,0.3,   1,84129,0
8532,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,420.0,4,1890.0,0.0,   5,06029,0
13918,2012,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,4400.0,4,1965.0,1.0,   6,06088,1
11436,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,593.0,2,2005.0,0.6,   4,59663,0
12660,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1076.0,3,1980.0,0.0,   4,59350,0
941,2016,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1350.0,1,1988.0,0.0,   .,74056,0
17338,2013,"0,457534247",1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,effpi,2,1240.0,4,1900.0,0.0,   7,75117,0
7484,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,780.0,1,1988.0,0.0,   .,17094,0
8754,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,779.0,4,,0.0,   .,06088,0
6647,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,5320.0,3,1988.0,0.0,   .,83137,0
11242,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,6300.0,4,1988.0,0.0,   .,06004,1
10159,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2205.0,2,1960.0,0.0,   .,63113,0
18872,2013,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1015.0,3,1920.0,0.0,   5,92012,0
16816,2012,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,3000.0,2,1960.0,0.0,   5,57160,0
6512,2015,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,320.0,1,,0.0,   .,91064,0
13057,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1090.0,1,1960.0,0.6,   4,08409,0
8988,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,180.0,3,1900.0,0.0,   2,92036,0
8012,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,540.0,1,2003.0,0.0,   4,35288,0
17181,2015,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,3206.0,3,1989.0,0.6,   6,33063,0
3189,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,10300.0,1,,0.0,   .,63113,0
7980,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,840.0,2,,0.0,   .,83112,0
18854,2016,1,0,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,1350.0,1,1971.0,0.0,   8,10387,0
9760,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1300.0,2,1980.0,0.0,   .,29072,1
676,2015,"0,665753425",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,410.0,4,,0.0,   .,75119,0
11096,2014,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,850.0,2,1980.0,0.0,   3,83115,0
8384,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,420.0,3,,0.0,   .,83137,0
17913,2012,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,4000.0,2,2005.0,0.0,   4,57463,0
14918,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,260.0,2,1960.0,0.0,   .,38416,0
5976,2012,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,effpi,2,255.0,2,1900.0,0.0,   4,69383,0
3251,2015,0,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1300.0,3,,0.0,   .,38185,0
6472,2013,"0,580821918",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,7600.0,3,1980.0,0.0,   .,92022,0
11761,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,420.0,1,1960.0,0.0,   .,74159,0
4500,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1400.0,1,1960.0,0.0,   .,91174,0
8415,2013,"0,665753425",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,980.0,2,,0.0,   .,13206,0
17486,2016,"0,99726776",0,V,N,1,O,1,N,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,240.0,1,1850.0,0.0,   3,10387,0
19371,2016,"0,99726776",0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,350.0,3,1992.0,0.3,   5,67482,0
13698,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,250.0,3,1850.0,0.6,   4,33063,0
10651,2013,"0,997260274",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3115.0,2,1988.0,0.0,   .,90010,0
1774,2013,"0,180821918",1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,1040.0,4,1930.0,0.0,   7,75109,1
5150,2014,1,1,O,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1956.0,4,1988.0,0.0,   .,06104,1
18825,2013,1,1,V,N,3,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,2200.0,3,1920.0,0.0,   6,67482,0
6759,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,450.0,2,1900.0,0.0,   3,34172,0
3802,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,595.0,1,1960.0,0.0,   .,01053,0
17819,2016,"0,912568306",0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,V,2,1528.0,4,2000.0,0.0,   4,06138,0
2140,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,134.0,2,1960.0,0.0,   .,31555,0
15935,2012,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1100.0,4,1920.0,0.0,   7,06012,0
10942,2012,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,12970.0,4,1979.0,0.0,   5,06069,0
14323,2016,"0,99726776",0,V,N,1,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,pi,2,12721.0,4,1960.0,0.0,   8,06088,0
17599,2012,1,1,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,4725.0,2,1958.0,0.0,   5,83137,1
2703,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,245.0,2,1991.0,0.6,   3,38416,0
15467,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,800.0,2,2009.0,0.6,   3,34113,0
18313,2016,"0,24863388",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,4374.0,2,2002.0,0.0,   3,83115,0
6218,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,210.0,1,1960.0,0.0,   .,91174,0
18306,2013,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,1660.0,3,1850.0,0.0,   6,92051,1
8938,2013,"0,098630137",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,8360.0,4,,0.0,   .,06083,0
8930,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,8278.0,4,,0.0,   .,06083,1
9759,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1300.0,2,1980.0,0.0,   .,29072,1
8034,2013,"0,975342466",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,350.0,2,,0.0,   .,62025,1
16812,2012,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,3400.0,2,1972.0,0.3,   4,68271,0
5772,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1986.0,1,1980.0,0.0,   .,35093,0
18117,2012,1,1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,6036.0,2,2011.0,0.3,   3,69256,0
9332,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2900.0,3,1960.0,0.0,   .,94052,1
10679,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,450.0,2,1960.0,0.0,   .,13201,0
14236,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1600.0,2,1980.0,0.0,   .,30028,0
7661,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600.0,2,1960.0,0.0,   .,13201,0
13233,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,200.0,2,1960.0,0.0,   .,13202,0
9243,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,680.0,2,,0.0,   .,59295,0
19181,2013,"0,838356164",0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,970.0,2,1988.0,0.3,   4,30133,0
7984,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,700.0,2,1980.0,0.0,   .,83126,0
3081,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1900.0,2,1988.0,0.0,   .,68056,1
18145,2012,"0,915300546",0,V,N,3,O,1,O,N,N,N,O,AUTRE,IDENTIQUE,V,base,2,815.0,2,1800.0,0.6,   3,68067,0
16093,2012,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1554.0,2,2010.0,0.0,   4,63113,0
15830,2014,1,0,V,N,3,O,1,O,N,O,N,O,AUTRE,IDENTIQUE,V,base,1,585.0,1,1954.0,0.6,   2,13056,0
8326,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2760.0,3,,0.0,   .,38185,0
15738,2016,"0,99726776",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,999.0,1,2006.0,0.0,   4,19031,0
10935,2015,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4022.0,2,1960.0,0.0,   .,83923,0
10000,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,580.0,2,1960.0,0.0,   .,13205,0
7267,2013,1,0,V,N,1,O,1,N,N,N,N,O,AUTRE,IDENTIQUE,V,pi,2,470.0,2,1900.0,0.0,   4,38386,0
8163,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,293.0,4,,0.0,   .,06029,0
4695,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2485.0,1,1988.0,0.0,   .,43157,1
1412,2013,"0,663013699",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,380.0,3,,0.0,   .,64483,0
9451,2015,0,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,150.0,2,,0.0,   .,59152,0
6722,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500.0,1,,0.0,   .,13007,0
2786,2013,1,1,V,N,2,O,1,O,N,O,O,O,AUTRE,IDENTIQUE,V,effpi,2,1874.0,4,1955.0,0.0,   5,06088,0
10133,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,618.0,2,1960.0,0.0,   .,13206,0
8437,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1400.0,2,1988.0,0.3,   3,64102,0
8763,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,150.0,4,1900.0,0.0,   2,06083,0
885,2013,"0,665753425",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,350.0,2,,0.0,   .,66136,0
5545,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,8570.0,4,1960.0,0.0,   .,06088,1
17704,2012,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,732.0,1,1964.0,0.3,   1,74010,0
7691,2014,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,11112.0,2,2005.0,0.0,   7,13208,1
199,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,720.0,2,1960.0,0.0,   .,42218,0
14678,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1196.0,1,1980.0,0.0,   .,84137,0
5838,2012,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,2150.0,1,1983.0,0.0,   4,63075,0
8461,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,270.0,4,1960.0,0.0,   .,06159,0
4708,2015,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,100.0,2,,0.0,   .,95555,0
7339,2013,"0,832876712",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1440.0,1,1980.0,0.0,   .,58194,0
7671,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3084.0,4,1960.0,0.0,   .,75116,1
18171,2014,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,1736.0,4,1950.0,0.0,   7,75117,1
2275,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,550.0,2,,0.0,   .,67447,1
5985,2013,"0,361643836",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,470.0,2,,0.0,   .,69052,0
4889,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3120.0,2,1980.0,0.0,   .,83009,0
379,2012,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,6500.0,1,1979.0,0.6,   5,36044,1
11319,2014,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,4500.0,2,1973.0,0.0,   6,29019,0
14379,2012,"0,467213115",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,100.0,2,1980.0,0.0,   .,13210,0
14495,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,450.0,4,1960.0,0.0,   .,75119,1
16995,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1671.0,2,1960.0,0.0,   8,13204,0
18921,2012,"0,12295082",1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,1680.0,4,1980.0,0.0,   5,75116,0
10349,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1500.0,2,1960.0,0.0,   .,90010,0
15903,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,220.0,3,1995.0,0.3,   2,93029,0
6474,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1166.0,2,1960.0,0.0,   .,13205,0
11450,2016,"0,99726776",0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,600.0,3,1959.0,0.6,   5,2B033,0
6992,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,6628.0,2,1980.0,0.0,   .,14220,1
5231,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,280.0,2,1960.0,0.0,   .,77088,0
5090,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,335.0,4,1960.0,0.0,   .,06088,0
3396,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,255.0,3,1960.0,0.0,   .,93055,0
11643,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1820.0,1,1988.0,0.0,   .,22050,0
1499,2012,1,0,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,2280.0,2,1970.0,0.0,   9,13207,0
7236,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1040.0,2,1988.0,0.0,   .,78650,0
1941,2014,"0,41369863",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,6000.0,2,1980.0,0.0,   .,34902,1
15622,2013,"0,747945205",1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,eff,2,4890.0,2,2009.0,0.3,   3,56260,0
2080,2014,0,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2271.0,2,,0.0,   .,38567,1
13861,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,690.0,1,1960.0,0.0,   .,42119,0
11077,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,530.0,1,2006.0,0.0,   4,87085,0
14019,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,660.0,2,,0.0,   .,31186,0
6663,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1800.0,1,1980.0,0.0,   .,12300,0
10624,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3033.0,2,1980.0,0.0,   .,21231,1
14925,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,910.0,3,1980.0,0.0,   .,92026,1
8551,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2325.0,4,,0.0,   .,06004,0
